Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
LOFT-M3467,2023-08-02T19:29:20Z,2023-08-02T19:29:19Z,Mac,Monterey (12),21G217,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,3b0127340d554e11820595b980aea7c0,,,,177.190.196.142,,,,normal,591594,C02G6145MD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W1120,2023-09-11T14:37:49Z,2023-01-04T16:51:47Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3393,Aspire A515-54,Acer,Workstation,Laptop,2023-09-06T13:11:46Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
04 Jan 23 16:53 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,7abb506763e74e0c88c8e67b3dcbb832,10.111.140.154,10.111.140.154,10.111.140.1,200.170.190.57,,48-51-c5-73-5c-2b,48-51-c5-73-5c-2b,normal,526060,NXHQMAL00T149071E09Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6323,2023-09-11T14:37:01Z,2023-04-04T17:11:13Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-04T12:03:04Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:25 UTC","General-Response-Windows
04 Apr 23 17:12 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,3a545ad37f35496fa11ee6dc3b8fc93d,192.168.0.4,192.168.0.4,192.168.0.1,177.181.0.38,,00-d7-6d-5c-69-80,00-d7-6d-5c-69-80,normal,526017,489VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W2152,2023-09-11T14:52:34Z,2023-08-25T21:16:51Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,XPS 13 9300,Dell Inc.,Workstation,Laptop,2023-08-26T14:16:56Z,,,"General-Prevention-Windows-Workstation
25 Aug 23 21:18 UTC","General-Response-Windows
25 Aug 23 21:18 UTC","General-Sensor-Windows
29 Aug 23 14:45 UTC",No policy,No policy,e12219c29b6b455f9f497a5aa8c83798,10.10.140.19,10.10.22.132,10.10.22.1,163.116.228.53,,04-6c-59-0f-00-d7,04-6c-59-0f-00-d7,normal,460517,85QPTC3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W2334,2023-09-11T14:52:36Z,2023-01-17T17:35:57Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-11T09:28:28Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:46 UTC","General-Response-Windows
17 Jan 23 17:40 UTC","General-Sensor-Windows
29 Aug 23 15:20 UTC",No policy,No policy,bc20a02e386545c6bb88ca01491ab710,192.168.0.115,192.168.0.115,192.168.0.1,179.209.103.53,,90-cc-df-43-1b-10,90-cc-df-43-1b-10,normal,526060,G0LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M0333,2023-08-15T15:24:03Z,2023-08-15T15:24:02Z,Mac,Monterey (12),21C52,,21.2.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,9384d4a9f90544279f7ed582b824a9b1,,,,177.190.196.142,,,,normal,591594,C02ZM0UVMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-W2070,2023-09-11T14:45:54Z,2023-07-06T18:59:20Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-08-30T17:10:07Z,,,"General-Prevention-Windows-Workstation
06 Jul 23 19:00 UTC","General-Response-Windows
06 Jul 23 19:00 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,4f8cb1af2aae4882a2f633d9d2ff05d7,10.111.100.68,10.111.100.68,10.111.100.1,200.170.190.57,,0c-29-ef-fd-84-6a,0c-29-ef-fd-84-6a,normal,526060,BKDSZ23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6461,2023-08-30T20:17:36Z,2023-05-16T12:48:51Z,Windows,Windows 11,"2,26E+04",Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-18T20:34:53Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:35 UTC","General-Response-Windows
23 May 23 13:41 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,89f403091f2d4ea29149ea8cee633cd0,192.168.0.111,192.168.0.111,192.168.0.1,189.120.78.223,,00-d7-6d-63-6f-8c,00-d7-6d-63-6f-8c,normal,526017,649VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-SPW-2236,2023-09-06T00:21:32Z,2021-06-02T21:06:19Z,Windows,Windows 10,19044,Windows 10 Pro,10.0.19044.2965,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-01T12:25:55Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:35 UTC","General-Response-Windows
02 Jun 21 21:08 UTC","General-Sensor-Windows
30 Aug 23 14:18 UTC",No policy,No policy,4580b9ee702c4d5db3c234b398c00d5e,192.168.0.14,192.168.0.14,192.168.0.1,179.209.141.108,,70-cf-49-e5-6a-6e,70-cf-49-e5-6a-6e,normal,526060,GWVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3694,2023-08-30T19:25:05Z,2023-07-06T16:59:27Z,Mac,Ventura (13),22F66,,22.5.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 20:05 UTC","General-Response-Mac
06 Jul 23 17:21 UTC","General-Sensor-Mac
06 Jul 23 17:26 UTC",No policy,No policy,5ced475a4308436f866f0b9ffafa615b,10.10.50.178,,,201.47.26.70,,88-66-5a-4a-08-fa,,normal,591594,C02G991DMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
VISTA-W0115,2023-08-22T20:09:17Z,2023-08-10T12:40:46Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3031,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-22T20:08:51Z,,,"General-Prevention-Windows-Workstation
10 Aug 23 12:44 UTC","General-Response-Windows
10 Aug 23 12:51 UTC","General-Sensor-Windows
10 Aug 23 12:57 UTC",No policy,No policy,0a5d9cb0bcc349839e8b8866b402116f,192.168.10.5,192.168.10.5,192.168.10.1,186.215.191.52,,00-d7-6d-12-dc-c0,00-d7-6d-12-dc-c0,normal,526017,DYBPSH3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
LOFT-M3895,2023-09-11T14:31:48Z,2023-07-10T14:21:48Z,Mac,Monterey (12),21G651,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
12 Jul 23 13:00 UTC","General-Response-Mac
10 Jul 23 14:24 UTC","General-Sensor-Mac
10 Jul 23 14:24 UTC",No policy,No policy,3773f0672bab4c89931d1eaab4bf81a2,,,,179.251.179.193,,,,normal,591594,C02G50FHMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W0673,2023-08-16T13:56:48Z,2023-08-14T11:10:05Z,Windows,Windows 10,"1,90E+04",Windows 10 Home Single Language,10.0.19045.2965,Aspire A315-56,Acer,Workstation,Laptop,2023-05-26T12:12:45Z,,,"General-Prevention-Windows-Workstation
14 Aug 23 11:11 UTC","General-Response-Windows
14 Aug 23 11:11 UTC","General-Sensor-Windows
14 Aug 23 11:11 UTC",No policy,No policy,bb0c2722fca247138dd54aaacb24b127,192.168.100.25,192.168.100.25,192.168.100.1,,,a4-63-a1-65-f0-da,a4-63-a1-65-f0-da,normal,460517,NXHV1AL00B12371F139501,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3717,2023-09-06T13:16:28Z,2023-07-06T18:51:46Z,Mac,Ventura (13),"2,20E+253",,22.4.2000,"MacBookPro17,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
10 Jul 23 19:08 UTC","General-Response-Mac
06 Jul 23 18:53 UTC","General-Sensor-Mac
10 Jul 23 19:08 UTC",No policy,No policy,7a54f098cf1a4f3aa115fa68c28d9850,100.127.100.1,,,191.8.77.240,,b0-be-83-5c-89-15,,normal,4294967295,C02H369WQ05D,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-IT-MDT,2023-09-11T14:24:50Z,2023-06-15T21:30:24Z,Windows,Windows Server 2019,17763,Windows Server 2019 Standard Evaluation,10.0.17763.737,"VMware7,1","VMware, Inc.",Server,Other,2023-05-02T21:00:14Z,,,"General-Prevention-Windows-Workstation
23 Aug 23 20:51 UTC","General-Response-Windows
15 Jun 23 21:32 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,703530a68210437f9c286a55196bfe03,10.10.251.201,10.10.251.201,10.10.251.1,187.72.41.41,,00-0c-29-7c-68-06,00-0c-29-7c-68-06,normal,329300,VMware-56 4d bf 1a 61 b4 28 73-fa 7c b7 94 3a 7c 68 fc,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-SRV-Windows,LF_Windows_Scan_Agendado"
VISTA-W0059,2023-09-11T14:41:34Z,2023-06-30T14:44:54Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-11T13:02:37Z,,,"General-Prevention-Windows-Workstation
30 Jun 23 14:46 UTC","General-Response-Windows
30 Jun 23 14:46 UTC","General-Sensor-Windows
29 Aug 23 15:37 UTC",No policy,No policy,f28856eff0364465906a210c24bd5451,192.168.0.76,192.168.0.76,192.168.0.1,189.4.79.104,,90-cc-df-3e-5c-b0,90-cc-df-3e-5c-b0,normal,526060,CGBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6521,2023-09-09T10:48:42Z,2023-03-24T13:37:04Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-17T23:45:17Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:25 UTC","General-Response-Windows
27 Mar 23 16:47 UTC","General-Sensor-Windows
29 Aug 23 14:39 UTC",No policy,No policy,a27150b826aa4215aa2f04c0c2a8b985,192.168.15.18,192.168.15.18,192.168.15.1,177.9.158.7,,00-d7-6d-5c-66-5b,00-d7-6d-5c-66-5b,normal,526017,4C9VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3485,2023-09-11T14:31:33Z,2023-07-06T13:17:18Z,Mac,Monterey (12),21G115,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
17 Jul 23 12:21 UTC","General-Response-Mac
06 Jul 23 13:17 UTC","General-Sensor-Mac
06 Jul 23 13:17 UTC",No policy,No policy,f9b7ebde7e8944168a1e4d435722018d,,,,191.9.93.85,,,,normal,591594,C02ZHANSMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W6343,2023-09-11T14:48:22Z,2023-04-18T19:46:27Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-24T17:06:34Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:48 UTC","General-Response-Windows
18 Apr 23 19:48 UTC","General-Sensor-Windows
29 Aug 23 18:55 UTC",No policy,No policy,512ccc903aa04590a211de0a21ad3d3f,192.168.15.29,2804:18:848:2ac:6d2d:114b:e914:fca1,2804:18:848:2ac:6d2d:114b:e914:fca1,187.72.41.41,,00-d7-6d-5c-67-55,00-d7-6d-5c-67-55,normal,526017,899VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W2016,2023-09-11T14:54:04Z,2023-08-04T13:19:25Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134, ,Acer,Workstation,Laptop,2023-08-23T04:08:28Z,,,"General-Prevention-Windows-Workstation
04 Aug 23 13:21 UTC","General-Response-Windows
04 Aug 23 13:21 UTC","General-Sensor-Windows
29 Aug 23 14:38 UTC",No policy,No policy,831f1d8414c24496a23eca4ff28b7041,10.111.140.141,10.111.140.141,10.111.140.1,200.170.190.57,,a4-63-a1-70-3a-65,a4-63-a1-70-3a-65,normal,526060, ,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPM-2666.local,2023-09-01T01:38:14Z,2023-07-06T12:02:52Z,Mac,Ventura (13),22G90,,22.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:03 UTC","General-Response-Mac
06 Jul 23 12:03 UTC","General-Sensor-Mac
06 Jul 23 12:06 UTC",No policy,No policy,2a72995af420486b91188a75f9a06993,192.168.0.12,,,187.72.41.41,,88-66-5a-07-ea-23,,normal,591594,C02FJ3MBMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W1178,2023-09-11T14:34:14Z,2022-12-15T18:37:36Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-11T11:18:02Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
15 Dec 22 19:15 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,3f3bc2f04d534cd982f46c3fe103c125,10.111.100.199,10.111.100.199,10.111.100.1,200.170.190.57,,70-69-79-a5-e5-0b,70-69-79-a5-e5-0b,normal,526060,NXHQMAL0132030358E9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W3093,2023-09-11T14:52:38Z,2022-12-22T11:54:58Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1702,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-03T11:59:14Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
22 Dec 22 12:05 UTC","General-Sensor-Windows
31 Aug 23 10:52 UTC",No policy,No policy,c97b6817a7df4f18a95a74aed83ddfcc,10.111.140.102,10.111.140.102,10.111.140.1,201.10.96.31,,00-d7-6d-12-dd-ab,00-d7-6d-12-dd-ab,normal,526017,DZBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W2113,2023-09-11T14:52:55Z,2023-08-17T19:29:59Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-11T14:52:21Z,,,"General-Prevention-Windows-Workstation
17 Aug 23 19:37 UTC","General-Response-Windows
17 Aug 23 19:32 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,8ad7a47fe57445e8a44176b64d14c089,10.111.100.51,10.111.100.51,10.111.100.1,200.170.190.57,,8c-47-be-27-01-5b,8c-47-be-27-01-5b,normal,526060,4KBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-0969,2023-09-11T14:22:57Z,2021-11-24T21:51:46Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-09-11T00:12:57Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:36 UTC","General-Response-Windows
19 Jun 23 18:49 UTC","General-Sensor-Windows
29 Aug 23 14:34 UTC",No policy,No policy,bd979890e7494116b7172349e36ab01a,192.168.15.64,2804:18:5024:5eca:89f5:8655:adbf:fcfa,fe80:0:0:0:800c:67ff:feab:f364,177.26.83.151,,e8-6f-38-e0-6f-d1,e8-6f-38-e0-6f-d1,normal,526060,4TVTZ23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-SPW-0234,2023-09-11T14:38:22Z,2021-08-24T19:19:56Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-09-11T10:23:26Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:34 UTC","General-Response-Windows
24 Aug 21 19:20 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,ab6b4f92af1f42708bdd2330055ac940,10.10.10.23,192.168.0.51,192.168.0.1,189.4.77.24,,00-ff-52-84-57-7b,10-5b-ad-fb-57-03,normal,526058,87R54W2,6.56.17010.0,FalconGroupingTags/remover-maquina,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,Maquinas a Deletar"
LOFT-M3183,2023-09-11T14:55:16Z,2023-07-05T20:29:00Z,Mac,Monterey (12),21D62,,21.3.2000,"MacBookPro18,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
10 Jul 23 19:02 UTC","General-Response-Mac
05 Jul 23 20:30 UTC","General-Sensor-Mac
05 Jul 23 20:32 UTC",No policy,No policy,cb471c847049415cb0f890efd14a2599,192.168.0.121,,,187.72.41.41,,bc-d0-74-50-18-cf,,normal,4294967295,X6VXFJXD6Y,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-M0022,2023-09-11T14:55:03Z,2023-07-06T15:21:16Z,Mac,Ventura (13),22G91,,22.6.2000,"MacBookPro15,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:02 UTC","General-Response-Mac
06 Jul 23 15:23 UTC","General-Sensor-Mac
06 Jul 23 17:02 UTC",No policy,No policy,bdcfe3e2ff55456ca462cbe71c3eeb1b,192.168.15.46,,,191.255.87.155,,5c-52-30-a1-0e-7d,,normal,591594,C02XV1Y1JG5H,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFTZOOM-W0123-,2023-09-11T14:57:48Z,2022-09-22T13:36:08Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Vostro 5471,Dell Inc.,Workstation,Laptop,2023-09-06T12:35:45Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:43 UTC","General-Response-Windows
22 Sep 22 13:36 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,ce2179f1056543cfa693fb14b57996bc,10.10.22.78,10.10.22.78,10.10.22.1,187.72.41.41,,00-05-16-61-01-d1,00-05-16-61-01-d1,normal,526058,89WY2T2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3026,2023-09-11T14:23:09Z,2022-11-01T15:27:04Z,Windows,Windows 10,"1,90E+04",Windows 10 Pro,10.0.19045.2364,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-08T12:03:33Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
30 Nov 22 18:40 UTC","General-Sensor-Windows
29 Aug 23 14:34 UTC",No policy,No policy,dc3d4752c97940a7b73939492b3a9d60,10.111.100.179,10.111.100.179,10.111.100.1,200.170.190.57,,34-73-5a-e1-b7-0b,34-73-5a-e1-b7-0b,normal,526060,JZZ2XF3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W2127,2023-09-08T14:21:37Z,2023-07-27T12:23:08Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2215,Inspiron 15 5510,Dell Inc.,Workstation,Laptop,2023-08-29T00:52:15Z,,,"General-Prevention-Windows-Workstation
27 Jul 23 12:25 UTC","General-Response-Windows
27 Jul 23 12:25 UTC","General-Sensor-Windows
29 Aug 23 14:33 UTC",No policy,No policy,cc0ce2263fd94186988dbebe149f1ef0,192.168.18.169,192.168.18.169,192.168.18.1,200.170.190.57,,00-d7-6d-52-28-85,00-d7-6d-52-28-85,normal,526018,GW931N3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0920,2023-08-10T04:19:09Z,2023-06-07T11:45:22Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-10T04:18:55Z,,,"General-Prevention-Windows-Workstation
Changes pending","General-Response-Windows
Changes pending","General-Sensor-Windows
Changes pending",No policy,No policy,b4c06a167fcb4aefaa7e72421e9153cc,,10.111.100.138,,200.170.190.57,,,,normal,526060,NXHQMAL009133012579Z00,6.49.16303.0,,,,,,,,,yes,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3402,2023-08-28T19:31:06Z,2023-08-28T19:31:04Z,Mac,Monterey (12),21D62,,21.3.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
28 Aug 23 19:31 UTC","General-Sensor-Mac
28 Aug 23 19:31 UTC",No policy,No policy,bbb828a2981645cda3fac33267a9175f,,,,177.190.196.142,,,,normal,591594,C02G99UQMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W1284,2023-09-11T14:57:38Z,2022-12-15T18:25:16Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Aspire A515-54,Acer,Workstation,Laptop,2023-09-01T00:37:42Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:35 UTC","General-Response-Windows
15 Dec 22 18:59 UTC","General-Sensor-Windows
29 Aug 23 17:23 UTC",No policy,No policy,02493f3915ed439fa1b4734636469b31,192.168.100.159,192.168.100.159,192.168.100.1,200.163.210.46,,74-4c-a1-42-01-ff,74-4c-a1-42-01-ff,normal,526060,NXHQMAL00X13803F0E9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0932,2023-09-11T14:37:43Z,2023-01-04T16:04:13Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Aspire A515-54,Acer,Workstation,Laptop,2023-08-25T15:52:30Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
04 Jan 23 16:06 UTC","General-Sensor-Windows
29 Aug 23 15:25 UTC",No policy,No policy,421319e568464ccc8110b731eb992a12,192.168.100.36,192.168.100.36,192.168.100.1,201.66.83.226,,d8-f3-bc-6d-47-15,d8-f3-bc-6d-47-15,normal,526060,NXHQMAL00T138028459Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0982,2023-09-11T14:59:36Z,2022-12-15T18:43:13Z,Windows,Windows 10,"1,90E+04",Windows 10 Pro,10.0.19045.2965,Aspire A515-54,Acer,Workstation,Laptop,2023-09-11T14:59:12Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:23 UTC","General-Response-Windows
30 Jun 23 16:18 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,da84d583692f4fc29e178467b1f63334,10.111.100.88,10.111.100.88,10.111.100.1,200.170.190.57,,70-69-79-a1-ad-83,70-69-79-a1-ad-83,normal,526060,NXHQMAL00T1380287A9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1012,2023-09-11T14:46:09Z,2023-03-01T14:59:36Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Aspire A515-54,Acer,Workstation,Laptop,2023-09-06T10:56:23Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 12:16 UTC","General-Response-Windows
01 Mar 23 15:00 UTC","General-Sensor-Windows
29 Aug 23 16:02 UTC",No policy,No policy,c495462d11684c7db288ec61fe9adf74,10.111.140.119,10.111.140.119,10.111.140.1,177.133.193.20,,a4-63-a1-6d-1b-0d,a4-63-a1-6d-1b-0d,normal,526060,NXHQMAL00B118037729Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
